,workerId,treatment,initialDecision,shareWillingness,finalDecision,newsIndex,time,mlCorrectness,finalCorrectness,label
2291,453,1.0,1,60.0,1,15.0,Wed Dec 22 2021 11:06:29 GMT-0500 (Eastern Standard Time),True,True,1
2292,173,1.0,-1,50.0,-1,34.0,Wed Dec 22 2021 12:54:16 GMT-0500 (Eastern Standard Time),True,True,-1
2295,426,1.0,-1,0.0,-1,11.0,Thu Dec 23 2021 14:59:58 GMT-0500 (Eastern Standard Time),True,False,1
2298,308,1.0,1,70.0,1,24.0,Tue Dec 21 2021 12:06:37 GMT-0600 (Central Standard Time),True,False,-1
2304,201,2.0,-1,10.0,-1,33.0,Wed Dec 22 2021 12:12:33 GMT-0600 (Central Standard Time),True,True,-1
2320,2,1.0,1,60.0,1,20.0,Wed Dec 22 2021 17:18:28 GMT-0800 (Pacific Standard Time),True,False,-1
2323,416,2.0,1,70.0,-1,29.0,Wed Dec 22 2021 11:31:04 GMT-0500 (Eastern Standard Time),True,True,-1
2327,96,0.0,-1,0.0,-1,8.0,Tue Dec 21 2021 13:09:36 GMT-0700 (Mountain Standard Time),False,False,1
2334,300,2.0,1,80.0,-1,31.0,Tue Dec 21 2021 14:33:14 GMT-0500 (Eastern Standard Time),True,True,-1
2338,17,1.0,1,30.0,1,23.0,Mon Dec 27 2021 12:14:47 GMT-0800 (Pacific Standard Time),False,False,-1
2342,165,1.0,1,0.0,1,0.0,Wed Dec 22 2021 16:17:28 GMT-0600 (Central Standard Time),True,True,1
2350,358,1.0,-1,70.0,-1,39.0,Tue Dec 21 2021 15:59:26 GMT-0500 (Eastern Standard Time),True,True,-1
2351,450,0.0,1,60.0,1,11.0,Tue Dec 21 2021 16:14:12 GMT-0500 (Eastern Standard Time),True,True,1
2352,307,0.0,-1,30.0,-1,3.0,Wed Dec 22 2021 13:54:19 GMT-0500 (Eastern Standard Time),True,False,1
2360,218,1.0,1,50.0,1,15.0,Thu Dec 23 2021 10:32:23 GMT-0500 (Eastern Standard Time),True,True,1
2364,18,0.0,1,70.0,1,37.0,Wed Dec 22 2021 13:46:29 GMT-0800 (Pacific Standard Time),False,False,-1
2365,109,1.0,1,80.0,1,30.0,Thu Dec 23 2021 10:24:07 GMT-0600 (Central Standard Time),True,False,-1
2369,371,2.0,1,60.0,1,38.0,Tue Dec 21 2021 14:06:47 GMT-0600 (Central Standard Time),False,False,-1
2370,376,0.0,1,90.0,1,25.0,Mon Dec 27 2021 11:28:12 GMT-0500 (Eastern Standard Time),False,False,-1
2374,377,0.0,1,90.0,1,35.0,Tue Dec 21 2021 11:29:08 GMT-0600 (Central Standard Time),False,False,-1
2377,210,1.0,1,60.0,1,33.0,Thu Dec 23 2021 14:59:37 GMT-0500 (Eastern Standard Time),True,False,-1
2380,49,1.0,1,60.0,1,18.0,Wed Dec 22 2021 12:41:09 GMT-0800 (Pacific Standard Time),False,True,1
2383,57,0.0,-1,0.0,-1,29.0,Thu Dec 23 2021 15:19:12 GMT-0600 (Central Standard Time),True,True,-1
2386,309,0.0,-1,10.0,-1,32.0,Tue Dec 21 2021 16:49:23 GMT-0500 (Eastern Standard Time),True,True,-1
2387,150,0.0,-1,0.0,-1,0.0,Wed Dec 22 2021 11:13:25 GMT-0600 (Central Standard Time),True,False,1
2388,94,0.0,-1,50.0,-1,36.0,Thu Dec 23 2021 14:22:48 GMT-0600 (Central Standard Time),True,True,-1
2389,331,0.0,1,90.0,1,5.0,Thu Dec 23 2021 12:47:51 GMT-0500 (Eastern Standard Time),True,True,1
2392,155,1.0,1,90.0,1,25.0,Wed Dec 22 2021 11:35:42 GMT-0600 (Central Standard Time),False,False,-1
2393,394,0.0,1,70.0,1,9.0,Fri Dec 24 2021 13:20:34 GMT-0500 (Eastern Standard Time),False,True,1
2394,15,0.0,-1,70.0,-1,14.0,Tue Dec 21 2021 13:30:39 GMT-0500 (Eastern Standard Time),True,False,1
2398,301,2.0,-1,100.0,-1,20.0,Wed Dec 22 2021 12:07:39 GMT-0500 (Eastern Standard Time),True,True,-1
2401,475,1.0,1,60.0,1,0.0,Fri Dec 24 2021 10:28:51 GMT-0600 (Central Standard Time),True,True,1
2403,414,2.0,1,90.0,1,15.0,Tue Dec 21 2021 13:16:38 GMT-0600 (Central Standard Time),True,True,1
2404,442,1.0,1,60.0,1,12.0,Wed Dec 22 2021 16:07:36 GMT-0600 (Central Standard Time),True,True,1
2405,262,0.0,1,80.0,1,0.0,Wed Dec 22 2021 14:37:02 GMT-0500 (Eastern Standard Time),True,True,1
2408,412,1.0,1,40.0,1,6.0,Tue Dec 21 2021 14:19:53 GMT-0600 (Central Standard Time),True,True,1
2409,289,2.0,-1,90.0,-1,22.0,Thu Dec 23 2021 10:13:47 GMT-0800 (Pacific Standard Time),True,True,-1
2413,376,0.0,-1,70.0,-1,15.0,Mon Dec 27 2021 11:30:51 GMT-0500 (Eastern Standard Time),True,False,1
2421,127,1.0,-1,0.0,-1,1.0,Tue Dec 21 2021 11:50:32 GMT-0500 (Eastern Standard Time),True,False,1
2423,406,1.0,-1,40.0,-1,16.0,Wed Dec 22 2021 11:11:53 GMT-0800 (Pacific Standard Time),False,False,1
2425,299,0.0,-1,60.0,-1,18.0,Wed Dec 22 2021 10:15:22 GMT-0500 (Eastern Standard Time),False,False,1
2429,404,2.0,-1,70.0,1,5.0,Tue Dec 21 2021 11:40:53 GMT-0500 (Eastern Standard Time),True,True,1
2438,377,0.0,1,80.0,1,11.0,Tue Dec 21 2021 11:30:45 GMT-0600 (Central Standard Time),True,True,1
2439,427,0.0,1,70.0,1,0.0,Wed Dec 22 2021 11:53:54 GMT-0800 (Pacific Standard Time),True,True,1
2445,216,0.0,1,90.0,1,30.0,Tue Dec 21 2021 13:19:24 GMT-0600 (Central Standard Time),True,False,-1
2446,388,2.0,-1,60.0,-1,31.0,Tue Dec 21 2021 12:27:12 GMT-0500 (Eastern Standard Time),True,True,-1
2450,15,0.0,-1,10.0,-1,3.0,Tue Dec 21 2021 13:34:53 GMT-0500 (Eastern Standard Time),True,False,1
2452,444,0.0,-1,90.0,-1,34.0,Wed Dec 22 2021 15:56:52 GMT-0800 (Pacific Standard Time),True,True,-1
2455,197,0.0,-1,90.0,-1,0.0,Wed Dec 22 2021 14:41:30 GMT-0500 (Eastern Standard Time),True,False,1
2462,417,2.0,-1,0.0,-1,32.0,Tue Dec 21 2021 11:41:01 GMT-0500 (Eastern Standard Time),True,True,-1
2464,14,0.0,1,80.0,1,15.0,Thu Dec 23 2021 15:00:34 GMT-0500 (GMT-05:00),True,True,1
2477,181,2.0,1,70.0,1,37.0,Thu Dec 23 2021 15:36:33 GMT-0800 (Pacific Standard Time),False,False,-1
2478,405,2.0,1,50.0,1,5.0,Mon Dec 27 2021 11:12:48 GMT-0800 (Pacific Standard Time),True,True,1
2479,194,1.0,1,100.0,1,10.0,Mon Dec 27 2021 11:14:17 GMT-0800 (Pacific Standard Time),True,True,1
2480,344,1.0,1,80.0,1,0.0,Wed Dec 22 2021 12:31:17 GMT-0500 (Eastern Standard Time),True,True,1
2483,299,0.0,1,50.0,1,13.0,Wed Dec 22 2021 10:15:15 GMT-0500 (Eastern Standard Time),True,True,1
2488,79,1.0,-1,10.0,-1,30.0,Tue Dec 21 2021 16:07:31 GMT-0800 (Pacific Standard Time),True,True,-1
2494,17,1.0,1,20.0,1,17.0,Mon Dec 27 2021 12:13:55 GMT-0800 (Pacific Standard Time),True,True,1
2495,161,0.0,1,90.0,1,19.0,Tue Dec 21 2021 13:01:25 GMT-0500 (Eastern Standard Time),False,True,1
2504,107,1.0,1,50.0,1,1.0,Wed Dec 22 2021 12:13:27 GMT-0500 (Eastern Standard Time),True,True,1
2509,348,0.0,-1,80.0,-1,33.0,Tue Dec 21 2021 17:23:33 GMT-0600 (Central Standard Time),True,True,-1
2510,341,0.0,1,90.0,1,6.0,Wed Dec 22 2021 10:52:39 GMT-0800 (Pacific Standard Time),True,True,1
2519,330,1.0,-1,50.0,-1,12.0,Wed Dec 22 2021 10:42:37 GMT-0600 (Central Standard Time),True,False,1
2528,446,1.0,1,60.0,1,10.0,Thu Dec 23 2021 12:32:22 GMT-0600 (Central Standard Time),True,True,1
2529,249,2.0,1,70.0,1,34.0,Thu Dec 23 2021 10:22:44 GMT-0500 (Eastern Standard Time),True,False,-1
2531,327,2.0,-1,20.0,-1,1.0,Wed Dec 22 2021 12:40:24 GMT-0600 (Central Standard Time),True,False,1
2533,98,1.0,-1,50.0,-1,18.0,Wed Dec 22 2021 10:58:53 GMT-0500 (Eastern Standard Time),False,False,1
2534,309,0.0,1,10.0,1,36.0,Tue Dec 21 2021 16:54:44 GMT-0500 (Eastern Standard Time),True,False,-1
2535,212,2.0,1,90.0,1,10.0,Tue Dec 21 2021 14:21:28 GMT-0500 (Eastern Standard Time),True,True,1
2545,349,0.0,1,70.0,1,25.0,Tue Dec 21 2021 11:20:37 GMT-0800 (Pacific Standard Time),False,False,-1
2547,128,2.0,-1,90.0,-1,19.0,Wed Dec 22 2021 13:36:54 GMT-0600 (Central Standard Time),False,False,1
2548,338,2.0,1,80.0,1,7.0,Tue Dec 21 2021 16:55:56 GMT-0600 (Central Standard Time),True,True,1
2555,6,2.0,1,90.0,1,35.0,Tue Dec 21 2021 12:15:49 GMT-0500 (Eastern Standard Time),False,False,-1
2559,147,2.0,-1,70.0,-1,30.0,Wed Dec 22 2021 10:14:21 GMT-0600 (Central Standard Time),True,True,-1
2566,337,2.0,1,0.0,-1,19.0,Tue Dec 21 2021 14:54:23 GMT-0600 (Central Standard Time),False,False,1
2568,92,1.0,-1,70.0,-1,8.0,Thu Dec 23 2021 10:52:25 GMT-0800 (Pacific Standard Time),False,False,1
2569,185,2.0,1,70.0,1,35.0,Fri Dec 24 2021 10:35:06 GMT-0500 (GMT-05:00),False,False,-1
2573,373,0.0,-1,20.0,-1,4.0,Fri Dec 24 2021 15:24:21 GMT-0800 (Pacific Standard Time),True,False,1
2576,400,1.0,1,80.0,1,7.0,Wed Dec 22 2021 11:03:49 GMT-0800 (Pacific Standard Time),True,True,1
2579,139,0.0,1,80.0,1,22.0,Mon Dec 27 2021 12:09:03 GMT-0800 (Pacific Standard Time),True,False,-1
2582,296,1.0,-1,0.0,-1,11.0,Tue Dec 21 2021 15:35:30 GMT-0600 (Central Standard Time),True,False,1
2583,387,1.0,-1,0.0,-1,31.0,Tue Dec 21 2021 14:52:45 GMT-0800 (Pacific Standard Time),True,True,-1
2589,222,1.0,1,80.0,1,35.0,Wed Dec 22 2021 12:15:12 GMT-0500 (Eastern Standard Time),False,False,-1
2591,242,2.0,1,50.0,1,3.0,Wed Dec 22 2021 12:21:10 GMT-0500 (Eastern Standard Time),True,True,1
2596,27,2.0,1,90.0,1,38.0,Thu Dec 23 2021 12:41:59 GMT-0800 (Pacific Standard Time),False,False,-1
2597,156,0.0,-1,60.0,-1,19.0,Tue Dec 21 2021 12:46:19 GMT-0500 (Colombia Standard Time),False,False,1
2599,24,1.0,1,70.0,1,34.0,Wed Dec 22 2021 14:13:00 GMT-0800 (Pacific Standard Time),True,False,-1
2603,253,1.0,-1,0.0,-1,30.0,Thu Dec 23 2021 16:24:34 GMT-0500 (Eastern Standard Time),True,True,-1
2612,388,2.0,-1,60.0,1,0.0,Tue Dec 21 2021 12:27:36 GMT-0500 (Eastern Standard Time),True,True,1
2613,387,1.0,-1,0.0,-1,30.0,Tue Dec 21 2021 14:53:35 GMT-0800 (Pacific Standard Time),True,True,-1
2616,84,2.0,-1,100.0,-1,31.0,Tue Dec 21 2021 11:52:04 GMT-0500 (Eastern Standard Time),True,True,-1
2617,356,2.0,1,90.0,-1,22.0,Wed Dec 22 2021 12:41:39 GMT-0600 (Central Standard Time),True,True,-1
2619,418,0.0,-1,0.0,-1,31.0,Wed Dec 22 2021 13:03:17 GMT-0500 (Eastern Standard Time),True,True,-1
2620,96,0.0,-1,0.0,-1,20.0,Tue Dec 21 2021 13:08:46 GMT-0700 (Mountain Standard Time),True,True,-1
2622,77,2.0,1,80.0,1,26.0,Tue Dec 21 2021 17:32:28 GMT-0600 (Central Standard Time),True,False,-1
2626,365,1.0,1,90.0,1,36.0,Wed Dec 22 2021 14:03:26 GMT-0500 (Colombia Standard Time),True,False,-1
2630,170,1.0,1,80.0,1,33.0,Wed Dec 22 2021 14:19:11 GMT-0600 (Central Standard Time),True,False,-1
2635,256,1.0,1,0.0,1,37.0,Wed Dec 22 2021 16:02:43 GMT-0500 (Eastern Standard Time),False,False,-1
2638,463,1.0,1,90.0,1,36.0,Wed Dec 22 2021 14:06:17 GMT-0500 (Eastern Standard Time),True,False,-1
2639,311,2.0,1,70.0,-1,9.0,Wed Dec 22 2021 14:14:11 GMT-0800 (Pacific Standard Time),False,False,1
2640,279,1.0,1,90.0,1,17.0,Thu Dec 23 2021 10:46:04 GMT-0800 (Pacific Standard Time),True,True,1
2642,189,1.0,-1,30.0,-1,24.0,Thu Dec 23 2021 16:04:41 GMT-0600 (Central Standard Time),True,True,-1
2648,232,1.0,1,60.0,1,37.0,Thu Dec 23 2021 10:25:03 GMT-0800 (Pacific Standard Time),False,False,-1
2650,206,2.0,1,80.0,-1,9.0,Wed Dec 22 2021 10:21:05 GMT-0500 (Eastern Standard Time),False,False,1
2651,368,1.0,1,100.0,1,7.0,Wed Dec 22 2021 14:03:36 GMT-0800 (Pacific Standard Time),True,True,1
2652,242,2.0,1,50.0,1,2.0,Wed Dec 22 2021 12:21:38 GMT-0500 (Eastern Standard Time),True,True,1
2659,468,0.0,-1,0.0,-1,11.0,Thu Dec 23 2021 15:44:09 GMT-0500 (Eastern Standard Time),True,False,1
2661,90,1.0,1,70.0,1,9.0,Wed Dec 22 2021 10:34:24 GMT-0500 (Eastern Standard Time),False,True,1
2662,133,1.0,-1,90.0,-1,19.0,Thu Dec 23 2021 16:13:20 GMT-0500 (Eastern Standard Time),False,False,1
2665,83,1.0,1,90.0,1,3.0,Wed Dec 22 2021 15:28:24 GMT-0500 (Eastern Standard Time),True,True,1
2666,306,1.0,-1,10.0,-1,33.0,Wed Dec 22 2021 10:50:15 GMT-0800 (Pacific Standard Time),True,True,-1
2670,218,1.0,1,70.0,1,13.0,Thu Dec 23 2021 10:33:05 GMT-0500 (Eastern Standard Time),True,True,1
2679,242,2.0,-1,40.0,-1,26.0,Wed Dec 22 2021 12:22:13 GMT-0500 (Eastern Standard Time),True,True,-1
2681,371,2.0,-1,60.0,-1,3.0,Tue Dec 21 2021 14:06:01 GMT-0600 (Central Standard Time),True,False,1
2685,313,2.0,-1,60.0,1,2.0,Wed Dec 22 2021 11:29:48 GMT-0500 (Eastern Standard Time),True,True,1
2690,111,1.0,1,80.0,1,7.0,Wed Dec 22 2021 11:20:41 GMT-0500 (Eastern Standard Time),True,True,1
2697,159,0.0,-1,70.0,-1,14.0,Wed Dec 22 2021 10:54:02 GMT-0600 (Central Standard Time),True,False,1
2699,26,0.0,-1,60.0,-1,11.0,Tue Dec 21 2021 12:57:30 GMT-0500 (Eastern Standard Time),True,False,1
2703,10,0.0,-1,60.0,-1,13.0,Tue Dec 21 2021 12:02:10 GMT-0600 (Central Standard Time),True,False,1
2705,390,0.0,-1,80.0,-1,38.0,Wed Dec 22 2021 12:36:52 GMT-0600 (Central Standard Time),False,True,-1
2713,472,2.0,1,80.0,1,10.0,Wed Dec 22 2021 14:57:27 GMT-0800 (Pacific Standard Time),True,True,1
2726,384,2.0,1,80.0,1,15.0,Tue Dec 21 2021 17:07:03 GMT-0600 (Central Standard Time),True,True,1
2727,441,1.0,-1,50.0,-1,20.0,Thu Dec 23 2021 11:06:27 GMT-0500 (Eastern Standard Time),True,True,-1
2728,444,0.0,1,80.0,1,11.0,Wed Dec 22 2021 15:54:21 GMT-0800 (Pacific Standard Time),True,True,1
2729,107,1.0,1,50.0,1,17.0,Wed Dec 22 2021 12:13:16 GMT-0500 (Eastern Standard Time),True,True,1
2732,156,0.0,1,80.0,1,38.0,Tue Dec 21 2021 12:46:47 GMT-0500 (Colombia Standard Time),False,False,-1
2733,249,2.0,1,90.0,1,30.0,Thu Dec 23 2021 10:23:06 GMT-0500 (Eastern Standard Time),True,False,-1
2736,331,0.0,1,90.0,1,18.0,Thu Dec 23 2021 12:45:42 GMT-0500 (Eastern Standard Time),False,True,1
2739,26,0.0,-1,30.0,-1,20.0,Tue Dec 21 2021 12:56:08 GMT-0500 (Eastern Standard Time),True,True,-1
2748,235,0.0,1,50.0,1,36.0,Tue Dec 21 2021 15:58:42 GMT-0700 (Mountain Standard Time),True,False,-1
2750,149,2.0,1,70.0,1,12.0,Tue Dec 21 2021 16:54:17 GMT-0600 (Central Standard Time),True,True,1
2751,472,2.0,1,80.0,1,14.0,Wed Dec 22 2021 14:47:20 GMT-0800 (Pacific Standard Time),True,True,1
2757,237,0.0,1,90.0,1,25.0,Mon Dec 27 2021 12:12:51 GMT-0600 (Central Standard Time),False,False,-1
2759,182,0.0,1,20.0,1,4.0,Tue Dec 21 2021 18:02:39 GMT-0800 (Pacific Standard Time),True,True,1
2767,414,2.0,1,90.0,1,7.0,Tue Dec 21 2021 13:15:27 GMT-0600 (Central Standard Time),True,True,1
2769,251,1.0,1,100.0,1,14.0,Thu Dec 23 2021 13:18:40 GMT-0500 (Eastern Standard Time),True,True,1
2771,145,2.0,1,80.0,1,6.0,Thu Dec 23 2021 15:40:35 GMT-0500 (Eastern Standard Time),True,True,1
2774,359,2.0,1,70.0,-1,24.0,Thu Dec 23 2021 16:51:43 GMT-0500 (Colombia Standard Time),True,True,-1
2786,236,2.0,1,70.0,1,35.0,Tue Dec 21 2021 15:24:51 GMT-0500 (Eastern Standard Time),False,False,-1
2788,316,1.0,-1,80.0,-1,31.0,Tue Dec 21 2021 11:58:50 GMT-0800 (Pacific Standard Time),True,True,-1
2790,104,1.0,1,70.0,1,25.0,Thu Dec 23 2021 13:18:28 GMT-0500 (Eastern Standard Time),False,False,-1
2802,82,1.0,1,70.0,1,0.0,Thu Dec 23 2021 15:20:44 GMT-0500 (Eastern Standard Time),True,True,1
2804,174,0.0,-1,0.0,-1,32.0,Wed Dec 22 2021 10:43:37 GMT-0800 (Pacific Standard Time),True,True,-1
2811,132,1.0,-1,0.0,-1,29.0,Tue Dec 21 2021 11:50:23 GMT-0600 (Central Standard Time),True,True,-1
2818,234,1.0,1,70.0,1,37.0,Wed Dec 22 2021 14:07:37 GMT-0500 (Eastern Standard Time),False,False,-1
2824,441,1.0,-1,60.0,-1,26.0,Thu Dec 23 2021 11:08:18 GMT-0500 (Eastern Standard Time),True,True,-1
2825,45,1.0,1,70.0,1,8.0,Tue Dec 21 2021 14:36:12 GMT-0500 (Eastern Standard Time),False,True,1
2826,115,2.0,1,50.0,1,22.0,Tue Dec 21 2021 15:32:37 GMT-0600 (Central Standard Time),True,False,-1
2831,152,0.0,1,70.0,1,1.0,Tue Dec 21 2021 11:43:41 GMT-0500 (Eastern Standard Time),True,True,1
2834,14,0.0,1,80.0,1,5.0,Thu Dec 23 2021 15:00:07 GMT-0500 (GMT-05:00),True,True,1
2839,388,2.0,1,70.0,1,19.0,Tue Dec 21 2021 12:26:33 GMT-0500 (Eastern Standard Time),False,True,1
2844,239,2.0,-1,0.0,-1,28.0,Wed Dec 22 2021 15:13:37 GMT-0600 (Central Standard Time),True,True,-1
2848,79,1.0,1,10.0,1,11.0,Tue Dec 21 2021 16:08:32 GMT-0800 (Pacific Standard Time),True,True,1
2853,153,1.0,1,30.0,1,19.0,Tue Dec 21 2021 16:34:37 GMT-0500 (Eastern Standard Time),False,True,1
2859,471,2.0,1,50.0,-1,36.0,Tue Dec 21 2021 15:14:53 GMT-0500 (Eastern Standard Time),True,True,-1
2866,417,2.0,1,80.0,1,7.0,Tue Dec 21 2021 11:36:01 GMT-0500 (Eastern Standard Time),True,True,1
2871,79,1.0,-1,10.0,-1,23.0,Tue Dec 21 2021 16:09:15 GMT-0800 (Pacific Standard Time),False,True,-1
2874,182,0.0,1,0.0,1,0.0,Tue Dec 21 2021 18:02:25 GMT-0800 (Pacific Standard Time),True,True,1
2875,93,2.0,-1,80.0,-1,7.0,Wed Dec 22 2021 12:44:15 GMT-0500 (Eastern Standard Time),True,False,1
2879,263,2.0,-1,50.0,-1,31.0,Tue Dec 21 2021 11:46:28 GMT-0500 (Eastern Standard Time),True,True,-1
2882,277,1.0,1,80.0,1,21.0,Tue Dec 21 2021 14:52:12 GMT-0500 (Eastern Standard Time),True,False,-1
2884,122,2.0,1,20.0,-1,22.0,Thu Dec 23 2021 15:25:24 GMT-0500 (GMT-05:00),True,True,-1
2885,276,1.0,1,50.0,1,38.0,Wed Dec 22 2021 12:18:49 GMT-0500 (Eastern Standard Time),False,False,-1
2886,108,1.0,-1,100.0,-1,26.0,Fri Dec 24 2021 11:21:41 GMT-0500 (Colombia Standard Time),True,True,-1
2891,211,1.0,1,50.0,1,38.0,Thu Dec 23 2021 14:52:36 GMT-0800 (Pacific Standard Time),False,False,-1
2892,165,1.0,-1,0.0,-1,8.0,Wed Dec 22 2021 16:19:29 GMT-0600 (Central Standard Time),False,False,1
2893,166,2.0,1,70.0,1,28.0,Tue Dec 21 2021 16:31:59 GMT-0600 (Central Standard Time),True,False,-1
2894,200,1.0,-1,50.0,-1,22.0,Wed Dec 22 2021 17:11:05 GMT-0500 (Eastern Standard Time),True,True,-1
2895,122,2.0,-1,20.0,-1,3.0,Thu Dec 23 2021 15:30:21 GMT-0500 (GMT-05:00),True,False,1
2901,59,0.0,1,80.0,1,8.0,Wed Dec 22 2021 11:15:20 GMT-0500 (Eastern Standard Time),False,True,1
2902,466,0.0,1,70.0,1,37.0,Wed Dec 22 2021 11:08:14 GMT-0500 (Eastern Standard Time),False,False,-1
2904,144,1.0,-1,0.0,-1,10.0,Wed Dec 22 2021 11:02:06 GMT-0500 (Eastern Standard Time),True,False,1
2905,326,1.0,1,50.0,1,31.0,Thu Dec 23 2021 19:12:49 GMT-0500 (Eastern Standard Time),True,False,-1
2908,389,1.0,1,70.0,1,21.0,Thu Dec 23 2021 16:59:13 GMT-0600 (Central Standard Time),True,False,-1
2914,218,1.0,1,60.0,1,22.0,Thu Dec 23 2021 10:32:12 GMT-0500 (Eastern Standard Time),True,False,-1
2915,4,1.0,-1,0.0,-1,11.0,Thu Dec 23 2021 16:44:46 GMT-0500 (Eastern Standard Time),True,False,1
2916,21,0.0,1,90.0,1,19.0,Thu Dec 23 2021 10:21:40 GMT-0800 (Pacific Standard Time),False,True,1
2921,88,0.0,1,70.0,1,22.0,Wed Dec 22 2021 10:57:39 GMT-0600 (Central Standard Time),True,False,-1
2922,45,1.0,1,100.0,1,38.0,Tue Dec 21 2021 14:37:56 GMT-0500 (Eastern Standard Time),False,False,-1
2927,370,0.0,1,90.0,1,7.0,Tue Dec 21 2021 16:24:40 GMT-0600 (Central Standard Time),True,True,1
2928,121,0.0,1,60.0,1,31.0,Wed Dec 22 2021 10:40:03 GMT-0800 (Pacific Standard Time),True,False,-1
2932,354,2.0,1,80.0,1,10.0,Wed Dec 22 2021 11:19:01 GMT-0500 (Colombia Standard Time),True,True,1
2935,246,1.0,1,90.0,1,7.0,Fri Dec 24 2021 10:56:58 GMT-0600 (Central Standard Time),True,True,1
2937,259,1.0,1,70.0,1,13.0,Wed Dec 22 2021 11:40:00 GMT-0800 (Pacific Standard Time),True,True,1
2941,260,1.0,1,100.0,1,12.0,Thu Dec 23 2021 13:28:10 GMT-0600 (Central Standard Time),True,True,1
2944,393,2.0,1,80.0,1,39.0,Tue Dec 21 2021 14:03:31 GMT-0600 (Central Standard Time),True,False,-1
2945,54,1.0,-1,0.0,-1,32.0,Thu Dec 23 2021 14:52:16 GMT-0500 (Eastern Standard Time),True,True,-1
2947,19,2.0,1,50.0,1,7.0,Thu Dec 23 2021 17:16:06 GMT-0800 (Pacific Standard Time),True,True,1
2948,81,0.0,-1,90.0,-1,2.0,Wed Dec 22 2021 13:05:32 GMT-0500 (Colombia Standard Time),True,False,1
2956,286,1.0,-1,0.0,-1,8.0,Wed Dec 22 2021 11:23:56 GMT-0500 (Eastern Standard Time),False,False,1
2959,110,0.0,1,70.0,1,4.0,Wed Dec 22 2021 12:52:10 GMT-0800 (Pacific Standard Time),True,True,1
2962,323,1.0,1,50.0,1,4.0,Wed Dec 22 2021 10:57:25 GMT-0500 (Eastern Standard Time),True,True,1
2963,340,2.0,1,70.0,1,27.0,Wed Dec 22 2021 16:38:35 GMT-0500 (Eastern Standard Time),True,False,-1
2966,407,2.0,1,70.0,1,7.0,Wed Dec 22 2021 12:29:46 GMT-0500 (Eastern Standard Time),True,True,1
2976,134,2.0,1,100.0,1,26.0,Wed Dec 22 2021 14:38:58 GMT-0800 (Pacific Standard Time),True,False,-1
2977,177,1.0,1,30.0,1,23.0,Wed Dec 22 2021 17:05:30 GMT-0600 (Central Standard Time),False,False,-1
2979,49,1.0,-1,30.0,-1,26.0,Wed Dec 22 2021 12:42:37 GMT-0800 (Pacific Standard Time),True,True,-1
2980,33,0.0,1,80.0,1,2.0,Wed Dec 22 2021 10:09:45 GMT-0600 (Central Standard Time),True,True,1
2986,364,0.0,1,90.0,1,34.0,Wed Dec 22 2021 11:11:11 GMT-0600 (Central Standard Time),True,False,-1
2991,269,1.0,1,90.0,1,0.0,Wed Dec 22 2021 12:47:41 GMT-0500 (GMT-05:00),True,True,1
2993,425,2.0,1,30.0,1,2.0,Thu Dec 23 2021 13:21:18 GMT-0500 (Eastern Standard Time),True,True,1
2994,330,1.0,-1,40.0,-1,31.0,Wed Dec 22 2021 10:43:26 GMT-0600 (Central Standard Time),True,True,-1
3007,149,2.0,1,70.0,1,15.0,Tue Dec 21 2021 16:52:29 GMT-0600 (Central Standard Time),True,True,1
3009,453,1.0,1,60.0,1,2.0,Wed Dec 22 2021 11:06:51 GMT-0500 (Eastern Standard Time),True,True,1
3014,225,1.0,1,70.0,1,22.0,Wed Dec 22 2021 10:44:22 GMT-0500 (Colombia Standard Time),True,False,-1
3016,285,0.0,-1,0.0,-1,13.0,Tue Dec 21 2021 15:18:20 GMT-0800 (Pacific Standard Time),True,False,1
3017,43,1.0,1,90.0,1,17.0,Tue Dec 21 2021 12:51:46 GMT-0800 (Pacific Standard Time),True,True,1
3019,189,1.0,1,50.0,1,1.0,Thu Dec 23 2021 16:04:06 GMT-0600 (Central Standard Time),True,True,1
3020,56,0.0,1,80.0,1,35.0,Tue Dec 21 2021 21:58:55 GMT-0600 (Central Standard Time),False,False,-1
3022,38,2.0,1,90.0,1,26.0,Wed Dec 22 2021 13:54:07 GMT-0500 (GMT-05:00),True,False,-1
3030,423,1.0,1,80.0,1,0.0,Wed Dec 22 2021 12:51:48 GMT-0500 (Eastern Standard Time),True,True,1
3032,191,2.0,-1,30.0,-1,27.0,Wed Dec 22 2021 13:20:36 GMT-0800 (Pacific Standard Time),True,True,-1
3034,2,1.0,-1,40.0,-1,22.0,Wed Dec 22 2021 17:17:59 GMT-0800 (Pacific Standard Time),True,True,-1
3048,428,0.0,-1,10.0,-1,27.0,Wed Dec 22 2021 16:37:49 GMT-0600 (Central Standard Time),True,True,-1
3052,82,1.0,1,70.0,1,20.0,Thu Dec 23 2021 15:19:53 GMT-0500 (Eastern Standard Time),True,False,-1
3055,360,0.0,1,30.0,1,7.0,Tue Dec 21 2021 16:52:40 GMT-0800 (Pacific Standard Time),True,True,1
3073,305,0.0,-1,90.0,-1,1.0,Tue Dec 21 2021 11:35:11 GMT-0600 (Central Standard Time),True,False,1
3076,442,1.0,-1,50.0,-1,34.0,Wed Dec 22 2021 16:07:26 GMT-0600 (Central Standard Time),True,True,-1
3077,312,2.0,-1,0.0,1,16.0,Mon Dec 27 2021 12:47:02 GMT-0800 (Pacific Standard Time),False,True,1
